Transaction;Item;date_time;period_day;weekday_weekend
5809;Valentine's card;02/02/2017 14.15;afternoon;weekday
5810;Teh prendjak;02/02/2017 14.39;afternoon;weekday
5810;Fiesta Chicken Nugget;02/02/2017 14.39;afternoon;weekday
5810;Sari Roti Gandum;02/02/2017 14.39;afternoon;weekday
5810;Beras;02/02/2017 14.39;afternoon;weekday
5811;Teh prendjak;02/02/2017 14.42;afternoon;weekday
5811;Teh prendjak;02/02/2017 14.42;afternoon;weekday
5811;Sari Sari Roti Gandum coklat keju;02/02/2017 14.42;afternoon;weekday
5811;Minyak makan bimoli;02/02/2017 14.42;afternoon;weekday
5811;Rokok Marlboro;02/02/2017 14.42;afternoon;weekday
5811;Panadol;02/02/2017 14.42;afternoon;weekday
5812;Kopi kapal api;02/02/2017 14.43;afternoon;weekday
5813;Kopi kapal api;02/02/2017 15.10;afternoon;weekday
5813;Pasta gigi;02/02/2017 15.10;afternoon;weekday
5813;Sari Roti Gandum;02/02/2017 15.10;afternoon;weekday
5814;Sari Roti Gandum;02/02/2017 15.15;afternoon;weekday
5814;Panadol;02/02/2017 15.15;afternoon;weekday
5815;Kopi kapal api;02/02/2017 15.17;afternoon;weekday
5815;Kopi kapal api;02/02/2017 15.17;afternoon;weekday
5815;Garam dolphine;02/02/2017 15.17;afternoon;weekday
5816;Sari Roti Gandum;02/02/2017 15.35;afternoon;weekday
5817;Kopi kapal api;02/02/2017 15.44;afternoon;weekday
5818;Kopi kapal api;02/02/2017 15.58;afternoon;weekday
5818;Kopi kapal api;02/02/2017 15.58;afternoon;weekday
5818;Pulpen kenko;02/02/2017 15.58;afternoon;weekday
5818;Beras;02/02/2017 15.58;afternoon;weekday
5818;Panadol;02/02/2017 15.58;afternoon;weekday
5819;Milo;02/02/2017 15.59;afternoon;weekday
5820;Coca cola;02/02/2017 16.04;afternoon;weekday
5820;Fiesta Chicken Nugget;02/02/2017 16.04;afternoon;weekday
5821;Sari Roti Gandum;02/02/2017 16.11;afternoon;weekday
5822;Penghapus fabre castle;02/02/2017 16.16;afternoon;weekday
5823;Kopi kapal api;02/02/2017 16.37;afternoon;weekday
5823;Sari Roti Gandum;02/02/2017 16.37;afternoon;weekday
5823;Garam dolphine;02/02/2017 16.37;afternoon;weekday
5823;Pulpen kenko;02/02/2017 16.37;afternoon;weekday
5824;Kopi kapal api;02/02/2017 17.34;evening;weekday
5824;Beras;02/02/2017 17.34;evening;weekday
5826;Sari Roti Gandum;03/02/2017 08.37;morning;weekday
5827;Sari Roti Gandum;03/02/2017 08.54;morning;weekday
5828;Sari Roti Gandum;03/02/2017 09.02;morning;weekday
5828;Susu ultramilk chocolate;03/02/2017 09.02;morning;weekday
5829;Sari Roti Gandum;03/02/2017 09.05;morning;weekday
5829;Teh prendjak;03/02/2017 09.05;morning;weekday
5829;Susu ultramilk chocolate;03/02/2017 09.05;morning;weekday
5829;Beras;03/02/2017 09.05;morning;weekday
5830;Susu ultramilk chocolate;03/02/2017 09.08;morning;weekday
5830;Sari Roti Gandum;03/02/2017 09.08;morning;weekday
5831;Garam dolphine;03/02/2017 09.09;morning;weekday
5832;Kopi kapal api;03/02/2017 09.29;morning;weekday
5832;Kopi kapal api;03/02/2017 09.29;morning;weekday
5832;Susu ultramilk chocolate;03/02/2017 09.29;morning;weekday
5833;Sari Roti Gandum;03/02/2017 09.41;morning;weekday
5833;Pasta gigi;03/02/2017 09.41;morning;weekday
5834;Sari Roti Gandum;03/02/2017 09.55;morning;weekday
5834;Milo;03/02/2017 09.55;morning;weekday
5834;Mentega blueband;03/02/2017 09.55;morning;weekday
5835;Garnier Man;03/02/2017 10.27;morning;weekday
5836;Kopi kapal api;03/02/2017 10.41;morning;weekday
5837;Garnier Man;03/02/2017 10.44;morning;weekday
5837;GingerSari Roti Gandum syrup;03/02/2017 10.44;morning;weekday
5838;Kopi kapal api;03/02/2017 10.50;morning;weekday
5838;Kopi kapal api;03/02/2017 10.50;morning;weekday
5838;Kopi kapal api;03/02/2017 10.50;morning;weekday
5838;Sari Roti Gandum;03/02/2017 10.50;morning;weekday
5838;Pasta gigi;03/02/2017 10.50;morning;weekday
5838;Panadol;03/02/2017 10.50;morning;weekday
5839;Kopi kapal api;03/02/2017 10.56;morning;weekday
5839;Fiesta Chicken Nugget;03/02/2017 10.56;morning;weekday
5839;Penghapus fabre castle;03/02/2017 10.56;morning;weekday
5840;Kopi kapal api;03/02/2017 10.58;morning;weekday
5840;Mentega blueband;03/02/2017 10.58;morning;weekday
5841;Sari Roti Gandum;03/02/2017 10.59;morning;weekday
5842;Gula;03/02/2017 11.08;morning;weekday
5843;Garam dolphine;03/02/2017 11.10;morning;weekday
5843;Sari Roti Gandum;03/02/2017 11.10;morning;weekday
5843;Sari Roti Gandum;03/02/2017 11.10;morning;weekday
5844;Coca cola;03/02/2017 11.14;morning;weekday
5845;Mentega blueband;03/02/2017 11.22;morning;weekday
5845;Pasta gigi;03/02/2017 11.22;morning;weekday
5846;Kopi kapal api;03/02/2017 11.24;morning;weekday
5846;Teh prendjak;03/02/2017 11.24;morning;weekday
5846;Susu ultramilk chocolate;03/02/2017 11.24;morning;weekday
5847;Panadol;03/02/2017 11.24;morning;weekday
5848;Sari Roti Gandum;03/02/2017 11.25;morning;weekday
5849;Kopi kapal api;03/02/2017 11.35;morning;weekday
5849;Sari Roti Gandum;03/02/2017 11.35;morning;weekday
5849;Sari Roti Gandum;03/02/2017 11.35;morning;weekday
5850;Kopi kapal api;03/02/2017 11.36;morning;weekday
5850;Sari Roti Gandum;03/02/2017 11.36;morning;weekday
5850;Fiesta Chicken Nugget;03/02/2017 11.36;morning;weekday
5851;Kopi kapal api;03/02/2017 11.41;morning;weekday
5851;Panadol;03/02/2017 11.41;morning;weekday
5852;Indomie soto ayam;03/02/2017 11.46;morning;weekday
5852;Pulpen kenko;03/02/2017 11.46;morning;weekday
5852;Kopi kapal api;03/02/2017 11.46;morning;weekday
5852;Sari Roti Gandum;03/02/2017 11.46;morning;weekday
5852;Pasta gigi;03/02/2017 11.46;morning;weekday
5852;Royco rasa sapi;03/02/2017 11.46;morning;weekday
5853;Gula;03/02/2017 11.48;morning;weekday
5853;Sari Roti Gandum;03/02/2017 11.48;morning;weekday
5854;Sari Roti Gandum;03/02/2017 11.49;morning;weekday
5855;Teh prendjak;03/02/2017 12.10;afternoon;weekday
5855;Mamelemon;03/02/2017 12.10;afternoon;weekday
5856;Mamelemon;03/02/2017 12.11;afternoon;weekday
5856;Indomie soto ayam;03/02/2017 12.11;afternoon;weekday
5857;Mamelemon;03/02/2017 12.13;afternoon;weekday
5857;Royco rasa sapi;03/02/2017 12.13;afternoon;weekday
5857;Teh prendjak;03/02/2017 12.13;afternoon;weekday
5858;Indomie soto ayam;03/02/2017 12.14;afternoon;weekday
5858;Fiesta Chicken Nugget;03/02/2017 12.14;afternoon;weekday
5859;Mamelemon;03/02/2017 12.17;afternoon;weekday
5859;Kopi kapal api;03/02/2017 12.17;afternoon;weekday
5860;Beras;03/02/2017 12.18;afternoon;weekday
5861;Mamelemon;03/02/2017 12.26;afternoon;weekday
5862;Kopi kapal api;03/02/2017 12.36;afternoon;weekday
5862;Susu ultramilk chocolate;03/02/2017 12.36;afternoon;weekday
5863;Sari Roti Gandum;03/02/2017 12.37;afternoon;weekday
5864;Sari Roti Gandum;03/02/2017 13.11;afternoon;weekday
5865;Teh prendjak;03/02/2017 13.19;afternoon;weekday
5865;Sari Roti Gandum;03/02/2017 13.19;afternoon;weekday
5866;Kopi kapal api;03/02/2017 13.25;afternoon;weekday
5866;Minyak makan bimoli;03/02/2017 13.25;afternoon;weekday
5866;Susu ultramilk chocolate;03/02/2017 13.25;afternoon;weekday
5867;Sari Roti Gandum;03/02/2017 13.49;afternoon;weekday
5868;Fiesta Chicken Nugget;03/02/2017 13.54;afternoon;weekday
5868;Kopi kapal api;03/02/2017 13.54;afternoon;weekday
5868;Beras;03/02/2017 13.54;afternoon;weekday
5868;Kopi kapal api;03/02/2017 13.54;afternoon;weekday
5868;Fiesta Chicken Nugget;03/02/2017 13.54;afternoon;weekday
5869;Beras;03/02/2017 13.58;afternoon;weekday
5870;Garam dolphine;03/02/2017 14.00;afternoon;weekday
5870;Sari Roti Gandum;03/02/2017 14.00;afternoon;weekday
5871;Kopi kapal api;03/02/2017 14.19;afternoon;weekday
5871;Milo;03/02/2017 14.19;afternoon;weekday
5871;Pulpen kenko;03/02/2017 14.19;afternoon;weekday
5871;Indomie soto ayam;03/02/2017 14.19;afternoon;weekday
5871;Mineral water;03/02/2017 14.19;afternoon;weekday
5871;Fiesta Chicken Nugget;03/02/2017 14.19;afternoon;weekday
5871;Fiesta Chicken Nugget;03/02/2017 14.19;afternoon;weekday
5872;Kopi kapal api;03/02/2017 14.30;afternoon;weekday
5872;Fiesta Chicken Nugget;03/02/2017 14.30;afternoon;weekday
5873;Kopi kapal api;03/02/2017 14.31;afternoon;weekday
5873;Sari Roti Gandum;03/02/2017 14.31;afternoon;weekday
5874;Teh prendjak;03/02/2017 14.49;afternoon;weekday
5874;Kopi kapal api;03/02/2017 14.49;afternoon;weekday
5874;Sari Roti Gandum;03/02/2017 14.49;afternoon;weekday
5875;Indomie rendang;03/02/2017 14.55;afternoon;weekday
5876;Teh prendjak;03/02/2017 15.11;afternoon;weekday
5876;Garam dolphine;03/02/2017 15.11;afternoon;weekday
5877;Kopi kapal api;03/02/2017 15.14;afternoon;weekday
5877;Mamelemon;03/02/2017 15.14;afternoon;weekday
5878;Mamelemon;03/02/2017 15.14;afternoon;weekday
5878;Kopi kapal api;03/02/2017 15.14;afternoon;weekday
5879;Garnier Man;03/02/2017 15.47;afternoon;weekday
5880;Kopi kapal api;03/02/2017 15.57;afternoon;weekday
5880;Beras;03/02/2017 15.57;afternoon;weekday
5881;Kopi kapal api;03/02/2017 15.58;afternoon;weekday
5882;Kopi kapal api;03/02/2017 15.58;afternoon;weekday
5883;Kopi kapal api;03/02/2017 16.06;afternoon;weekday
5883;Teh prendjak;03/02/2017 16.06;afternoon;weekday
5884;Sari Roti Gandum;03/02/2017 16.27;afternoon;weekday
5884;Sari Roti Gandum;03/02/2017 16.27;afternoon;weekday
5884;Eggs;03/02/2017 16.27;afternoon;weekday
5885;Penghapus fabre castle;03/02/2017 16.38;afternoon;weekday
5885;Gula;03/02/2017 16.38;afternoon;weekday
5886;Kopi kapal api;03/02/2017 16.43;afternoon;weekday
5886;Sari Roti Gandum;03/02/2017 16.43;afternoon;weekday
5887;Kopi kapal api;03/02/2017 16.44;afternoon;weekday
5887;Royco rasa sapi;03/02/2017 16.44;afternoon;weekday
5888;Eggs;03/02/2017 16.53;afternoon;weekday
5888;Milo;03/02/2017 16.53;afternoon;weekday
5888;Kopi kapal api;03/02/2017 16.53;afternoon;weekday
5888;Panadol;03/02/2017 16.53;afternoon;weekday
5889;Sari Roti Gandum;03/02/2017 17.19;evening;weekday
5889;Teh prendjak;03/02/2017 17.19;evening;weekday
5890;Kopi kapal api;04/02/2017 07.56;morning;weekend
5891;Kopi kapal api;04/02/2017 08.30;morning;weekend
5892;Beras;04/02/2017 09.06;morning;weekend
5893;Pasta gigi;04/02/2017 09.08;morning;weekend
5893;Penghapus fabre castle;04/02/2017 09.08;morning;weekend
5894;Kopi kapal api;04/02/2017 09.17;morning;weekend
5894;Kopi kapal api;04/02/2017 09.17;morning;weekend
5894;Susu ultramilk chocolate;04/02/2017 09.17;morning;weekend
5895;Extra Salami or Feta;04/02/2017 09.31;morning;weekend
5895;Kopi kapal api;04/02/2017 09.31;morning;weekend
5896;Sari Roti Gandum;04/02/2017 09.35;morning;weekend
5896;Pasta gigi;04/02/2017 09.35;morning;weekend
5897;Gula;04/02/2017 09.45;morning;weekend
5898;Pasta gigi;04/02/2017 09.48;morning;weekend
5898;Kopi kapal api;04/02/2017 09.48;morning;weekend
5899;Kopi kapal api;04/02/2017 09.53;morning;weekend
5899;Kopi kapal api;04/02/2017 09.53;morning;weekend
5899;Garam dolphine;04/02/2017 09.53;morning;weekend
5900;Kopi kapal api;04/02/2017 09.55;morning;weekend
5901;Garnier Man;04/02/2017 09.57;morning;weekend
5902;Garnier Man;04/02/2017 10.00;morning;weekend
5902;Beras;04/02/2017 10.00;morning;weekend
5903;Kopi kapal api;04/02/2017 10.03;morning;weekend
5903;Kopi kapal api;04/02/2017 10.03;morning;weekend
5904;Kopi kapal api;04/02/2017 10.08;morning;weekend
5905;Kopi kapal api;04/02/2017 10.21;morning;weekend
5905;Sari Roti Gandum;04/02/2017 10.21;morning;weekend
5905;Sari Roti Gandum;04/02/2017 10.21;morning;weekend
5905;Pasta gigi;04/02/2017 10.21;morning;weekend
5906;Sari Roti Gandum;04/02/2017 10.22;morning;weekend
5907;Susu ultramilk chocolate;04/02/2017 10.23;morning;weekend
5907;Indomie soto ayam;04/02/2017 10.23;morning;weekend
5907;Sari Roti Gandum;04/02/2017 10.23;morning;weekend
5908;Sari Roti Gandum;04/02/2017 10.30;morning;weekend
5909;Popok Mamypoko;04/02/2017 10.32;morning;weekend
5910;Kopi kapal api;04/02/2017 10.37;morning;weekend
5910;Kopi kapal api;04/02/2017 10.37;morning;weekend
5911;Kopi kapal api;04/02/2017 10.38;morning;weekend
5912;Sari Roti Gandum;04/02/2017 10.39;morning;weekend
5913;Kopi kapal api;04/02/2017 10.48;morning;weekend
5914;Teh prendjak;04/02/2017 10.49;morning;weekend
5914;Kopi kapal api;04/02/2017 10.49;morning;weekend
5914;Beras;04/02/2017 10.49;morning;weekend
5915;Kopi kapal api;04/02/2017 10.58;morning;weekend
5915;Kopi kapal api;04/02/2017 10.58;morning;weekend
5915;Shampo Sunsilk;04/02/2017 10.58;morning;weekend
5916;Garnier Man;04/02/2017 11.03;morning;weekend
5917;Kopi kapal api;04/02/2017 11.05;morning;weekend
5918;Fiesta Chicken Nugget;04/02/2017 11.07;morning;weekend
5918;Kopi kapal api;04/02/2017 11.07;morning;weekend
5919;Garnier Man;04/02/2017 11.09;morning;weekend
5919;Pasta gigi;04/02/2017 11.09;morning;weekend
5920;Teh prendjak;04/02/2017 11.21;morning;weekend
5920;Indomie soto ayam;04/02/2017 11.21;morning;weekend
5921;Sari Roti Gandum;04/02/2017 11.24;morning;weekend
5922;Sari Roti Gandum;04/02/2017 11.38;morning;weekend
5923;Milo;04/02/2017 11.42;morning;weekend
5924;Sari Roti Gandum;04/02/2017 11.45;morning;weekend
5924;Penghapus fabre castle;04/02/2017 11.45;morning;weekend
5925;Sari Roti Gandum;04/02/2017 11.45;morning;weekend
5926;Sari Roti Gandum;04/02/2017 11.48;morning;weekend
5927;Gula;04/02/2017 11.49;morning;weekend
5927;Garnier Man;04/02/2017 11.49;morning;weekend
5928;Pasta gigi;04/02/2017 11.51;morning;weekend
5928;Sari Roti Gandum;04/02/2017 11.51;morning;weekend
5929;Fiesta Chicken Nugget;04/02/2017 11.51;morning;weekend
5930;Sari Roti Gandum;04/02/2017 11.56;morning;weekend
5930;Penghapus fabre castle;04/02/2017 11.56;morning;weekend
5931;Kopi kapal api;04/02/2017 11.57;morning;weekend
5931;Kopi kapal api;04/02/2017 11.57;morning;weekend
5931;Milo;04/02/2017 11.57;morning;weekend
5931;Beras;04/02/2017 11.57;morning;weekend
5932;Kopi kapal api;04/02/2017 11.58;morning;weekend
5932;Pasta gigi;04/02/2017 11.58;morning;weekend
5933;Kopi kapal api;04/02/2017 12.00;afternoon;weekend
5933;Kopi kapal api;04/02/2017 12.00;afternoon;weekend
5934;Kopi kapal api;04/02/2017 12.05;afternoon;weekend
5934;Kopi kapal api;04/02/2017 12.05;afternoon;weekend
5934;Beras;04/02/2017 12.05;afternoon;weekend
5934;Shampo Sunsilk;04/02/2017 12.05;afternoon;weekend
5935;The Nomad;04/02/2017 12.07;afternoon;weekend
5935;Sari Sari Roti Gandum coklat srikaya;04/02/2017 12.07;afternoon;weekend
5935;Kopi kapal api;04/02/2017 12.07;afternoon;weekend
5935;Kopi kapal api;04/02/2017 12.07;afternoon;weekend
5935;Garam dolphine;04/02/2017 12.07;afternoon;weekend
5935;Pasta gigi;04/02/2017 12.07;afternoon;weekend
5935;Royco rasa sapi;04/02/2017 12.07;afternoon;weekend
5935;Teh prendjak;04/02/2017 12.07;afternoon;weekend
5936;Kopi kapal api;04/02/2017 12.08;afternoon;weekend
5937;Sari Roti Gandum;04/02/2017 12.10;afternoon;weekend
5937;Rokok Marlboro;04/02/2017 12.10;afternoon;weekend
5937;Garam dolphine;04/02/2017 12.10;afternoon;weekend
5938;Gula;04/02/2017 12.11;afternoon;weekend
5938;Panadol;04/02/2017 12.11;afternoon;weekend
5939;Royco rasa sapi;04/02/2017 12.15;afternoon;weekend
5939;Kopi kapal api;04/02/2017 12.15;afternoon;weekend
5940;Sari Roti Gandum;04/02/2017 12.19;afternoon;weekend
5940;Pasta gigi;04/02/2017 12.19;afternoon;weekend
5940;Kopi kapal api;04/02/2017 12.19;afternoon;weekend
5941;Teh prendjak;04/02/2017 12.24;afternoon;weekend
5941;Panadol;04/02/2017 12.24;afternoon;weekend
5941;Pasta gigi;04/02/2017 12.24;afternoon;weekend
5942;Pasta gigi;04/02/2017 12.26;afternoon;weekend
5942;Kopi kapal api;04/02/2017 12.26;afternoon;weekend
5942;Kopi kapal api;04/02/2017 12.26;afternoon;weekend
5943;Fiesta Chicken Nugget;04/02/2017 12.33;afternoon;weekend
5943;Fiesta Chicken Nugget;04/02/2017 12.33;afternoon;weekend
5944;Beras;04/02/2017 12.38;afternoon;weekend
5945;Mentega blueband;04/02/2017 12.42;afternoon;weekend
5945;Sari Roti Gandum;04/02/2017 12.42;afternoon;weekend
5946;Kopi kapal api;04/02/2017 12.44;afternoon;weekend
5946;Shampo Sunsilk;04/02/2017 12.44;afternoon;weekend
5946;Beras;04/02/2017 12.44;afternoon;weekend
5947;Beras;04/02/2017 12.49;afternoon;weekend
5947;Garam dolphine;04/02/2017 12.49;afternoon;weekend
5947;Teh prendjak;04/02/2017 12.49;afternoon;weekend
5947;Baygon;04/02/2017 12.49;afternoon;weekend
5947;Kopi kapal api;04/02/2017 12.49;afternoon;weekend
5948;Teh prendjak;04/02/2017 12.51;afternoon;weekend
5948;Kopi kapal api;04/02/2017 12.51;afternoon;weekend
5948;Indomie soto ayam;04/02/2017 12.51;afternoon;weekend
5949;Sari Roti Gandum;04/02/2017 12.52;afternoon;weekend
5949;Shampo Sunsilk;04/02/2017 12.52;afternoon;weekend
5950;Kopi kapal api;04/02/2017 12.55;afternoon;weekend
5950;Sari Sari Roti Gandum coklat keju;04/02/2017 12.55;afternoon;weekend
5951;Gula;04/02/2017 13.05;afternoon;weekend
5952;Garam dolphine;04/02/2017 13.08;afternoon;weekend
5953;Kopi kapal api;04/02/2017 13.10;afternoon;weekend
5953;Mineral water;04/02/2017 13.10;afternoon;weekend
5953;Sari Roti Gandum;04/02/2017 13.10;afternoon;weekend
5954;Sari Sari Roti Gandum coklat keju;04/02/2017 13.20;afternoon;weekend
5954;Pulpen kenko;04/02/2017 13.20;afternoon;weekend
5954;Kopi kapal api;04/02/2017 13.20;afternoon;weekend
5954;Kopi kapal api;04/02/2017 13.20;afternoon;weekend
5954;Susu ultramilk chocolate;04/02/2017 13.20;afternoon;weekend
5955;Royco rasa sapi;04/02/2017 13.21;afternoon;weekend
5956;Teh prendjak;04/02/2017 13.38;afternoon;weekend
5956;Fiesta Chicken Nugget;04/02/2017 13.38;afternoon;weekend
5957;Shampo Sunsilk;04/02/2017 13.40;afternoon;weekend
5957;Kopi kapal api;04/02/2017 13.40;afternoon;weekend
5957;Kopi kapal api;04/02/2017 13.40;afternoon;weekend
5958;Fiesta Chicken Nugget;04/02/2017 13.42;afternoon;weekend
5958;Fiesta Chicken Nugget;04/02/2017 13.42;afternoon;weekend
5958;Sari Roti Gandum;04/02/2017 13.42;afternoon;weekend
5958;Kopi kapal api;04/02/2017 13.42;afternoon;weekend
5959;Sari Roti Gandum;04/02/2017 14.00;afternoon;weekend
5959;Sari Roti Gandum;04/02/2017 14.00;afternoon;weekend
5960;Kopi kapal api;04/02/2017 14.18;afternoon;weekend
5960;Kopi kapal api;04/02/2017 14.18;afternoon;weekend
5960;Minyak makan bimoli;04/02/2017 14.18;afternoon;weekend
5960;Mamelemon;04/02/2017 14.18;afternoon;weekend
5960;Fiesta Chicken Nugget;04/02/2017 14.18;afternoon;weekend
5961;Fiesta Chicken Nugget;04/02/2017 14.19;afternoon;weekend
5961;Fiesta Chicken Nugget;04/02/2017 14.19;afternoon;weekend
5961;Sari Sari Roti Gandum mocha;04/02/2017 14.19;afternoon;weekend
5961;Kopi kapal api;04/02/2017 14.19;afternoon;weekend
5961;Kopi kapal api;04/02/2017 14.19;afternoon;weekend
5961;Beras;04/02/2017 14.19;afternoon;weekend
5962;Beras;04/02/2017 14.37;afternoon;weekend
5963;Kopi kapal api;04/02/2017 14.40;afternoon;weekend
5964;Beras;04/02/2017 14.46;afternoon;weekend
5964;Royco rasa sapi;04/02/2017 14.46;afternoon;weekend
5965;Royco rasa sapi;04/02/2017 14.50;afternoon;weekend
5965;Kopi kapal api;04/02/2017 14.50;afternoon;weekend
5965;Kopi kapal api;04/02/2017 14.50;afternoon;weekend
5965;Kopi kapal api;04/02/2017 14.50;afternoon;weekend
5965;Beras;04/02/2017 14.50;afternoon;weekend
5966;Beras;04/02/2017 14.52;afternoon;weekend
5966;Shampo Sunsilk;04/02/2017 14.52;afternoon;weekend
5967;Sari Sari Roti Gandum mocha;04/02/2017 14.54;afternoon;weekend
5967;Fiesta Chicken Nugget;04/02/2017 14.54;afternoon;weekend
5967;Teh prendjak;04/02/2017 14.54;afternoon;weekend
5967;Teh prendjak;04/02/2017 14.54;afternoon;weekend
5967;Royco rasa sapi;04/02/2017 14.54;afternoon;weekend
5967;Garam dolphine;04/02/2017 14.54;afternoon;weekend
5968;Minyak makan bimoli;04/02/2017 14.56;afternoon;weekend
5968;Indomie soto ayam;04/02/2017 14.56;afternoon;weekend
5968;Pulpen kenko;04/02/2017 14.56;afternoon;weekend
5969;Kopi kapal api;04/02/2017 14.58;afternoon;weekend
5969;Panadol;04/02/2017 14.58;afternoon;weekend
5969;Sari Sari Roti Gandum coklat keju;04/02/2017 14.58;afternoon;weekend
5970;Kopi kapal api;04/02/2017 15.15;afternoon;weekend
5971;Milo;04/02/2017 15.16;afternoon;weekend
5971;Kopi kapal api;04/02/2017 15.16;afternoon;weekend
5971;Beras;04/02/2017 15.16;afternoon;weekend
5972;Kopi kapal api;04/02/2017 15.22;afternoon;weekend
5972;Beras;04/02/2017 15.22;afternoon;weekend
5973;Beras;04/02/2017 15.30;afternoon;weekend
5973;Beras;04/02/2017 15.30;afternoon;weekend
5973;Kopi kapal api;04/02/2017 15.30;afternoon;weekend
5973;Milo;04/02/2017 15.30;afternoon;weekend
5974;Fiesta Chicken Nugget;04/02/2017 15.31;afternoon;weekend
5975;Garam dolphine;04/02/2017 15.32;afternoon;weekend
5976;Shampo Sunsilk;04/02/2017 15.50;afternoon;weekend
5976;Kopi kapal api;04/02/2017 15.50;afternoon;weekend
5977;Sari Roti Gandum;04/02/2017 15.52;afternoon;weekend
5978;Beras;04/02/2017 15.53;afternoon;weekend
5978;Beras;04/02/2017 15.53;afternoon;weekend
5978;Kopi kapal api;04/02/2017 15.53;afternoon;weekend
5979;Kopi kapal api;04/02/2017 15.59;afternoon;weekend
5979;Sari Sari Roti Gandum mocha;04/02/2017 15.59;afternoon;weekend
5980;Kopi kapal api;04/02/2017 16.15;afternoon;weekend
5980;Beras;04/02/2017 16.15;afternoon;weekend
5980;Beras;04/02/2017 16.15;afternoon;weekend
5981;Beras;04/02/2017 16.16;afternoon;weekend
5981;Sari Sari Roti Gandum mocha;04/02/2017 16.16;afternoon;weekend
5981;Valentine's card;04/02/2017 16.16;afternoon;weekend
5982;Gula;04/02/2017 16.18;afternoon;weekend
5983;Sari Roti Gandum;04/02/2017 16.19;afternoon;weekend
5983;Kopi kapal api;04/02/2017 16.19;afternoon;weekend
5984;Shampo Sunsilk;04/02/2017 16.33;afternoon;weekend
5985;Teh prendjak;04/02/2017 16.39;afternoon;weekend
5985;Teh prendjak;04/02/2017 16.39;afternoon;weekend
5985;Mamelemon;04/02/2017 16.39;afternoon;weekend
5985;Pulpen kenko;04/02/2017 16.39;afternoon;weekend
5985;Beras;04/02/2017 16.39;afternoon;weekend
5985;Sari Roti Gandum;04/02/2017 16.39;afternoon;weekend
5986;Sari Roti Gandum;04/02/2017 16.40;afternoon;weekend
5986;Sari Roti Gandum;04/02/2017 16.40;afternoon;weekend
5986;Beras;04/02/2017 16.40;afternoon;weekend
5986;Sari Roti Gandum;04/02/2017 16.40;afternoon;weekend
5986;Mamelemon;04/02/2017 16.40;afternoon;weekend
5986;Mamelemon;04/02/2017 16.40;afternoon;weekend
5987;Sari Roti Gandum;04/02/2017 16.54;afternoon;weekend
5988;Kopi kapal api;04/02/2017 17.03;evening;weekend
5988;Kopi kapal api;04/02/2017 17.03;evening;weekend
5988;Kopi kapal api;04/02/2017 17.03;evening;weekend
5988;Beras;04/02/2017 17.03;evening;weekend
5988;Sari Roti Gandum;04/02/2017 17.03;evening;weekend
5988;Panadol;04/02/2017 17.03;evening;weekend
5989;Indomie soto ayam;04/02/2017 18.13;evening;weekend
5989;Kopi kapal api;04/02/2017 18.13;evening;weekend
5989;Tshirt;04/02/2017 18.13;evening;weekend
5990;Kopi kapal api;04/02/2017 18.21;evening;weekend
5991;Milo;04/02/2017 18.22;evening;weekend
5992;Kopi kapal api;04/02/2017 18.28;evening;weekend
5993;Pulpen kenko;04/02/2017 18.31;evening;weekend
5994;Pulpen kenko;04/02/2017 18.34;evening;weekend
5994;Indomie soto ayam;04/02/2017 18.34;evening;weekend
5994;Mineral water;04/02/2017 18.34;evening;weekend
5995;Tshirt;04/02/2017 18.38;evening;weekend
5996;Tshirt;04/02/2017 18.39;evening;weekend
5997;Teh prendjak;04/02/2017 18.44;evening;weekend
5997;Teh prendjak;04/02/2017 18.44;evening;weekend
5997;Milo;04/02/2017 18.44;evening;weekend
5998;Tshirt;04/02/2017 18.45;evening;weekend
5999;Sari Roti Gandum;04/02/2017 18.53;evening;weekend
5999;Milo;04/02/2017 18.53;evening;weekend
5999;Tshirt;04/02/2017 18.53;evening;weekend
6000;Indomie soto medan;04/02/2017 18.58;evening;weekend
6000;Teh prendjak;04/02/2017 18.58;evening;weekend
6001;Postcard;04/02/2017 19.01;evening;weekend
6001;Kopi kapal api;04/02/2017 19.01;evening;weekend
6002;Tshirt;04/02/2017 19.04;evening;weekend
6002;Coca cola;04/02/2017 19.04;evening;weekend
6003;Coca cola;04/02/2017 19.05;evening;weekend
6004;Tshirt;04/02/2017 19.09;evening;weekend
6005;Coca cola;04/02/2017 19.11;evening;weekend
6006;Indomie soto ayam;04/02/2017 19.12;evening;weekend
6007;Tshirt;04/02/2017 19.14;evening;weekend
6008;Tshirt;04/02/2017 19.14;evening;weekend
6009;Teh prendjak;04/02/2017 19.16;evening;weekend
6010;Coca cola;04/02/2017 19.17;evening;weekend
6011;Tshirt;04/02/2017 19.18;evening;weekend
6011;Rokok Marlboro;04/02/2017 19.18;evening;weekend
6012;Milo;04/02/2017 19.25;evening;weekend
6012;Kopi kapal api;04/02/2017 19.25;evening;weekend
6013;Tshirt;04/02/2017 19.26;evening;weekend
6014;Valentine's card;04/02/2017 19.27;evening;weekend
6014;Tshirt;04/02/2017 19.27;evening;weekend
6015;Tshirt;04/02/2017 19.41;evening;weekend
6016;Tshirt;04/02/2017 19.42;evening;weekend
6016;Postcard;04/02/2017 19.42;evening;weekend
6017;Tshirt;04/02/2017 19.46;evening;weekend
6018;Valentine's card;04/02/2017 19.56;evening;weekend
